f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,Class
36,111,39727,768,8,0.02,0.32,0.2,0.81,0.08,0.05,0.28,0.43,0.26,0.59,0,0,0.29,0.45,0.04,0.52,0.66,0.49,0.57,0.31,0.31,0.32,0.22,0.3,0.5,0.33,0.33,0.02,0.3,0.45,0.54,0.29,0.33,0.44,0.48,0.51,0.33,0.38,0.56,0.56,0.59,0.61,0.4,0.37,0.4,0.44,0.39,0.42,0.49,0.02,0.37,0.01,0.23,0.24,0.26,0.33,0.08,0.07,0.07,0.08,0.86,0.05,0.21,0.17,0.3,0.4,0.26,0.41,0.1,0.62,0,0.04,0.68,0.38,0.51,0.65,0,0.31,0.35,0.22,0.2,0.21,0.38,0.4,0.44,0.4,0.59,0.43,0.56,0.08,0,0.14,0.83,0.6,0.81,0.8,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.26,0.09,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
1,58.82682927,46188.3366,62,8,0.01,0.38,0.35,0.71,0.04,0.01,0.39,0.46,0.31,0.49,0,0,0.23,0.43,0.48,0.36,0.53,0.41,0.44,0.29,0.27,0.3,0.18,0.19,0.2,0,0.8,0.02,0.38,0.51,0.59,0.32,0.37,0.43,0.64,0.3,0.52,0.46,0.47,0.31,0.42,0.46,0.43,0.63,0.62,0.66,0.53,0.51,0.47,0.01,0.22,0,0.41,0.3,0.29,0.65,0.04,0.02,0.02,0.04,0.96,0.02,0.19,0.18,0.38,0.43,0.32,0.58,0.12,0.45,0.5,0.03,0.66,0.55,0.18,0.26,0.58,0.42,0.41,0.1,0.1,0.12,0.08,0.14,0.15,0.15,0.24,0.17,0.33,0,0,0.03,0.78,0.56,0.67,0.71,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.09,0.05,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
45,58.82682927,46188.3366,619,8,0,0.33,0.52,0.59,0.01,0.01,0.34,0.43,0.29,0.65,0.02,1,0.11,0.35,0.18,0.18,0.73,0.54,0.39,0.13,0.15,0.18,0.17,0,0.1,1,0.32,0.02,0.52,0.93,0.94,0.13,0.4,0.35,0.76,0.13,0.86,0.17,0.54,0.42,0.6,0.6,0.4,0.31,0.31,0.37,0.3,0.57,0.45,0.01,0.47,0,0.53,0.59,0.62,0.52,0.02,0.02,0.02,0.01,0.97,0.03,0.22,0.19,0.34,0.3,0.44,0.42,0.19,0.7,0,0.01,0.75,0.46,0.15,0.42,0.4,0.92,0.09,0.05,0.05,0.06,0.06,0.11,0.12,0.14,0.54,0.36,0.64,0,0,0.01,0.84,0.63,0.64,0.78,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.17,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
53,58.82682927,46188.3366,1688,8,0.03,0.45,0.04,0.82,0.08,0.19,0.49,0.51,0.41,0.53,0,0,0.16,0.38,1,0.47,0.59,0.47,0.54,0.22,0.21,0.22,0.15,0.11,0.2,0.15,0.17,0.04,0.51,0.3,0.35,0.25,0.61,0.26,0.23,0.61,0.38,0.38,0.62,0.57,0.57,0.61,0.42,0.52,0.56,0.53,0.54,0.43,0.45,0.01,0.18,0.01,0.44,0.56,0.59,0.63,0.2,0.22,0.21,0.21,0.81,0.2,0.28,0.23,0.33,0.35,0.35,0.47,0.19,0.61,0,0.04,0.73,0.47,0.3,0.57,0.25,0.36,0.26,0.08,0.07,0.08,0.14,0.17,0.19,0.15,0.45,0.22,0.22,0.04,0.03,0.19,0.49,0.4,0.49,0.5,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.21,0.07,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
37,58.82682927,46188.3366,591,8,0.05,0.64,0.92,0.24,0.08,0.03,0.38,0.61,0.36,0.35,0.06,1,0.14,0.51,0.37,0.23,0.47,0.64,0.44,0.15,0.19,0.28,0.2,0.21,0.12,0.27,0.4,0.07,0.56,0.41,0.43,0.24,0.28,0.51,0.45,0.61,0.57,0.33,0.55,0.4,0.63,0.61,0.49,0.34,0.34,0.4,0.3,0.48,0.45,0.06,0.75,0.01,0.53,0.58,0.51,0.49,0.07,0.07,0.05,0.05,0.93,0.03,0.23,0.22,0.44,0.35,0.53,0.18,0.18,0.51,0.5,0.05,0.75,0.25,0.2,0.49,0.48,0.5,0.4,0.09,0.09,0.1,0.08,0.14,0.18,0.17,0.41,0.53,0.49,0.02,0,0.05,0.62,0.39,0.43,0.22,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.16,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,1
22,58.82682927,46188.3366,796,8,0.1,0.43,0.81,0.35,0.03,0.02,0.47,0.5,0.35,0.43,0.11,1,0.16,0.41,0.18,0.3,0.51,0.56,0.47,0.18,0.22,0.32,0.17,0.14,0.24,1,0.58,0.15,0.63,0.52,0.53,0.28,0.72,0.29,0.35,0.57,0.39,0.4,0.6,0.46,0.63,0.64,0.52,0.39,0.38,0.32,0.36,0.43,0.33,0.08,0.48,0,0.35,0.3,0.36,0.44,0.02,0.02,0.02,0.02,0.81,0.06,0.33,0.29,0.44,0.46,0.44,0.49,0.21,0.5,0.5,0.16,0.58,0.49,0.47,0.65,0.46,0.38,0.36,0.07,0.08,0.09,0.07,0.16,0.19,0.18,0.55,0.28,0.42,0.01,0.01,0.02,0.85,0.6,0.82,0.8,0.01,0.16,1,0,0.02,0.1,0.19,0.16,0.58,0.62,0.59,0,0,0.41,0.03,0.79,0.38,0.09,0.18,0.05,0.07,0.01,0,0,0.72,0.07,0
41,58.82682927,46188.3366,1391,8,0.16,0.43,0.03,0.87,0.15,0.11,0.38,0.48,0.32,0.46,0.17,1,0.22,0.45,0.37,0.5,0.54,0.36,0.55,0.26,0.26,0.26,0.12,0.12,0.28,0.19,0.23,0.13,0.38,0.23,0.31,0.34,0.4,0.36,0.25,0.53,0.32,0.47,0.8,0.46,0.72,0.78,0.4,0.51,0.55,0.51,0.49,0.51,0.57,0.06,0.25,0.04,0.46,0.52,0.57,0.59,0.18,0.18,0.18,0.17,0.86,0.12,0.24,0.2,0.35,0.38,0.35,0.45,0.18,0.57,0,0.09,0.87,0.44,0.15,0.21,0.6,0.28,0.24,0.11,0.1,0.11,0.24,0.25,0.26,0.24,0.47,0.4,0.5,0.1,0.04,0.16,0.43,0.32,0.44,0.52,0.02,0.09,0.98,0.1,0.03,0.09,0.28,0.09,0.81,1,0,0,0,0,0.05,0.43,0.34,0.12,0.22,0.14,0.05,0.03,0.49,0,1,0.11,0
34,17,32250,691,8,0.04,0.21,0.11,0.68,0.27,0.56,0.29,0.77,0.42,0.35,0.05,1,0.38,0.6,0.21,0.48,0.35,0.42,0.19,0.3,0.51,0.59,0.25,0.07,0.31,0.22,0.28,0.05,0.43,0.6,0.52,0.65,0.38,0.62,0.37,0.39,0.29,0.7,0.41,0.95,0.45,0.45,0.41,0.3,0.3,0.34,0.36,0.25,0.19,0.04,0.72,0.04,0.33,0.34,0.39,0.46,0.39,0.35,0.37,0.39,0.29,0.57,0.28,0.16,0.21,0.2,0.3,0,0.28,0.95,0,0.13,0.42,0,0.21,0.44,0,0.29,0.41,0.64,0.67,0.64,0.32,0.47,0.69,0.45,0.42,0.73,1,0.05,0,0.5,0.35,0.59,0.47,0.36,0.01,0.39,0.98,0.45,0.02,0.29,0.25,0.39,1,0.65,0.12,0.46,0,0.39,0.05,0.71,0,0,1,1,0.02,0.02,0.7,0,1,0.32,0
36,67,73000,1582,8,0.25,0.37,0.4,0.62,0.13,0.05,0.57,0.66,0.55,0.46,0.26,1,0.16,0.4,0.1,0.41,0.53,0.62,0.51,0.21,0.21,0.24,0.21,0.13,0.19,0.13,0.19,0.31,0.6,0.38,0.5,0.35,0.53,0.33,0.27,0.73,0.36,0.45,0.56,0.83,0.54,0.57,0.46,0.17,0.22,0.19,0.21,0.41,0.42,0.27,0.84,0.07,0.52,0.51,0.49,0.45,0.23,0.2,0.17,0.15,0.82,0.11,0.32,0.23,0.31,0.4,0.29,0.28,0.12,0.59,0,0.35,0.62,0.26,0.33,0.34,0,0.51,0.29,0.13,0.12,0.12,0.25,0.27,0.3,0.27,0.68,0.38,0.64,0.24,0.12,0.19,0.75,0.45,0.66,0.67,0.09,0.27,0.92,0.27,0.08,0.2,0.24,0.27,0.6,0.89,0.17,0,0,0.12,0.12,0.21,0.24,0.07,0.55,0.61,0.14,0.1,0.45,0,0.78,0.27,0
12,58.82682927,46188.3366,1572,8,0.09,0.33,0.14,0.84,0.12,0.16,0.25,0.36,0.18,0.82,0.1,1,0.33,0.35,0.09,0.53,0.74,0.13,0.52,0.35,0.32,0.32,0.28,0.2,0.27,0.4,0.46,0.04,0.16,0.21,0.35,0.26,0.28,0.42,0.2,0.3,0.2,0.4,0.39,0.25,0.42,0.43,0.35,0.71,0.73,0.82,0.53,0.58,0.62,0.01,0.12,0.07,0.23,0.27,0.34,0.38,0.26,0.27,0.31,0.32,0.69,0.12,0.13,0.13,0.36,0.35,0.36,0.72,0.15,0.71,0,0.16,0.58,0.72,0.01,0.29,0.81,0.05,0.1,0.21,0.19,0.17,0.58,0.53,0.59,0.57,0.58,0.63,0.5,0,0,0.48,0.11,0.4,0.53,0.37,0.01,0.15,0.98,0.18,0.02,0.11,0.22,0.15,0.94,0.87,0.08,0.11,0.15,0.14,0.03,0.86,0.04,0.05,0.3,0.06,0.11,0.02,0.81,0.5,0.58,0.13,0
10,58.82682927,46188.3366,408,8,0.03,0.51,0.6,0.47,0.12,0.05,0.64,0.69,0.6,0.31,0.04,1,0.32,0.62,0.25,0.48,0.42,0.34,0.67,0.36,0.31,0.37,0.24,0.28,0.43,0.26,0.36,0.03,0.32,0.21,0.29,0.42,0.21,0.61,0.31,0.54,0.32,0.49,0.51,0.63,0.57,0.56,0.44,0.45,0.43,0.56,0.47,0.62,0.69,0.03,0.56,0.01,0.24,0.27,0.33,0.35,0.06,0.06,0.07,0.07,0.88,0.05,0.21,0.18,0.39,0.45,0.36,0.45,0.12,0.5,0.5,0.03,0.79,0.43,0.16,0.39,0.6,0.22,0.18,0.2,0.19,0.19,0.29,0.33,0.36,0.34,0.39,0.34,0.21,0.01,0.01,0.11,0.34,0.34,0.46,0.19,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.11,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
29,58.82682927,46188.3366,348,8,0,0.35,0.01,0.98,0.05,0.01,0.24,0.29,0.17,0.65,0.02,1,0.48,0.55,0.22,0.85,0.64,0.07,0.69,0.47,0.46,0.44,0.35,0.21,0.41,0.43,0.31,0,0.07,0.18,0.27,0.47,0.23,0.48,0.33,0.49,0.15,0.62,0.22,0.24,0.31,0.28,0.34,0.86,0.89,0.91,0.83,0.32,0.46,0,0.04,0,0.04,0.03,0.04,0.14,0.01,0.01,0.01,0.03,0.94,0.06,0.12,0.13,0.4,0.38,0.28,0.94,0.02,0.22,0.5,0,0.96,0.92,0.09,0.27,0.4,0.02,0,0.21,0.2,0.19,0.38,0.33,0.38,0.34,0.58,0.09,0.18,0,0,0.1,0.76,0.91,0.83,0.9,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.29,0.07,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
9,7,15350,298,8,0,0.48,0.02,0.96,0.06,0.05,0.39,0.43,0.26,0.3,0,0,0.56,0.72,0.28,0.64,0.36,0.09,0.35,0.55,0.43,0.42,0.43,0.22,0.48,0.32,0.34,0,0.07,0.1,0.22,0.42,0.27,0.73,0.45,0.37,0.36,0.49,0.39,0.36,0.45,0.43,0.51,0.81,0.82,0.9,0.87,0.53,0.67,0,0.11,0,0.46,0.37,0.38,0.35,0.09,0.06,0.06,0.05,0.92,0.08,0.19,0.2,0.53,0.55,0.37,0.78,0.05,0.38,0.5,0.04,0.41,0.75,0.07,0.88,0.54,0.06,0.93,0.49,0.45,0.43,0.59,0.63,0.69,0.72,0.63,0.67,0.47,0.03,0,0.08,0.63,0.6,0.56,0.69,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.05,0.06,0.05,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,1,7810,187,8,0,0.28,0.06,0.9,0.11,0.08,0.25,0.53,0.31,0.46,0.02,1,0.4,0.6,0.09,0.48,0.5,0.16,0.57,0.46,0.46,0.45,0.58,0.43,0.33,0.37,0.6,0.01,0.17,0.16,0.31,0.33,0.24,0.66,0.03,0.11,0.14,0.38,0.59,0.6,0.52,0.57,0.34,0.53,0.56,0.55,0.48,0.76,0.7,0,0.14,0,0.39,0.49,0.54,0.59,0.15,0.17,0.17,0.17,0.82,0.11,0.18,0.14,0.32,0.29,0.4,0.43,0.12,0.47,0.5,0.21,0,0.46,0.12,0.89,0.67,0.14,0.14,0.34,0.34,0.33,0.64,0.6,0.64,0.65,0.57,0.46,0.76,0,0,0.16,0.36,0.42,0.48,0.45,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.15,0.37,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
25,27,25485,562,8,0.02,0.37,0.04,0.93,0.05,0.05,0.3,0.46,0.26,0.54,0,0,0.27,0.46,0.33,0.47,0.6,0.46,0.51,0.32,0.28,0.27,0.24,0.04,0.28,0.14,0.13,0.02,0.28,0.55,0.56,0.21,0.63,0.36,0.75,0.43,0.56,0.38,0.59,0.47,0.47,0.54,0.39,0.53,0.59,0.57,0.64,0.47,0.47,0.01,0.24,0.01,0.18,0.16,0.15,0.23,0.11,0.09,0.07,0.1,0.72,0.09,0.12,0.11,0.34,0.45,0.26,0.45,0.07,0.67,0,0.03,0.69,0.4,0.08,0.42,0.04,0.28,0.6,0.27,0.26,0.24,0.21,0.33,0.37,0.31,0.45,0.52,0.49,0,0,0.25,0.79,0.55,0.81,0.81,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.08,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,3,26640,581,8,0,0.53,0.04,0.88,0.36,0.03,0.3,0.27,0.16,0.51,0.02,1,0.89,0.65,0.2,0.84,0.56,0.03,0.61,0.86,0.78,0.77,0.59,0,0.53,1,0.85,0,0.02,0.05,0.07,0.88,0.07,0.57,0.32,0.58,0.06,0.91,0.07,0.28,0.17,0.13,0.49,0.97,0.97,0.98,0.72,0.26,0.36,0,0.05,0.01,0.21,0.59,0.54,0.5,0.14,0.35,0.29,0.24,0.81,0.07,0.13,0.16,0.59,0.57,0.43,0.94,0.02,0.08,0.5,0,0.92,0.93,0,0.45,0.23,0.01,0.06,0.71,0.69,0.64,0.96,0.98,1,1,0.65,0.58,0.68,0,0,0.28,0.4,0.89,0.77,0.69,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.33,0.76,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
25,21,78690,1770,8,0,0.53,0.01,0.98,0.09,0.01,0.34,0.37,0.29,0.54,0.02,0.97,0.77,0.62,0.29,0.77,0.59,0.1,0.66,0.79,0.73,0.71,0.33,0,0.4,0,0.67,0,0.04,0.1,0.1,0.76,0.29,0.53,0.26,0.66,0.08,0.85,0.1,0.43,0.11,0.11,0.56,0.95,0.95,0.98,0.88,0.42,0.43,0,0.04,0.01,0.14,0.13,0.2,0.22,0.08,0.06,0.09,0.09,0.85,0.03,0.27,0.28,0.58,0.62,0.13,0.92,0.01,0.22,0.5,0,0.94,0.87,0.21,0.62,0.35,0,0,0.63,0.65,0.71,0.29,0.47,0.62,0.41,0.56,0.53,0.47,0,0,0.22,0.79,0.97,0.85,0.92,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.09,0.42,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,29,34680,730,8,0.04,0.61,0.06,0.92,0.09,0.08,0.38,0.48,0.27,0.29,0.03,0.59,0.54,0.71,0.37,0.51,0.37,0.15,0.39,0.51,0.38,0.36,0.46,0.3,0.35,0.57,0.56,0.01,0.09,0.22,0.34,0.25,0.34,0.63,0.34,0.3,0.36,0.4,0.27,0.32,0.27,0.28,0.63,0.87,0.84,0.9,0.77,0.45,0.49,0.01,0.16,0.01,0.14,0.14,0.17,0.18,0.06,0.06,0.06,0.06,0.83,0.07,0.31,0.33,0.66,0.65,0.5,0.89,0.06,0.37,0.5,0.04,0.77,0.88,0.2,0.69,0.73,0.07,0.07,0.37,0.35,0.33,0.59,0.57,0.65,0.6,0.74,0.79,0.82,0,0,0.19,0.6,0.55,0.44,0.74,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.29,0.03,0.2,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
42,17,49120,978,8,0.05,0.6,0.03,0.95,0.09,0.02,0.36,0.41,0.25,0.31,0.07,1,0.58,0.75,0.09,0.69,0.39,0.16,0.51,0.55,0.42,0.41,0.39,0.21,0.36,0.41,0.46,0.01,0.08,0.15,0.24,0.42,0.17,0.64,0.39,0.47,0.3,0.51,0.28,0.37,0.31,0.31,0.61,0.84,0.85,0.86,0.86,0.39,0.54,0.01,0.08,0.01,0.1,0.14,0.23,0.32,0.03,0.03,0.05,0.06,0.9,0.04,0.29,0.3,0.62,0.73,0.24,0.79,0.04,0.29,0.5,0.02,0.9,0.71,0.03,0.16,0.54,0.02,0.1,0.35,0.34,0.34,0.57,0.56,0.61,0.57,0.42,0.58,0.37,0.01,0,0.1,0.71,0.68,0.75,0.71,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.05,0.19,0.2,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
28,58.82682927,46188.3366,1543,8,0.01,0.37,0.52,0.53,0.23,0.02,0.77,0.9,0.88,0.26,0,0,0.09,0.64,0.46,0.4,0.26,0.43,0.25,0.21,0.17,0.24,0.13,0.39,0.11,0.22,0.26,0.05,0.9,0.27,0.34,0.67,0.42,0.38,0.26,0.96,0.27,0.61,0.21,0.9,0.36,0.3,0.42,0.41,0.42,0.55,0.33,0.63,0.57,0.03,0.94,0.01,1,1,1,1,0.38,0.33,0.29,0.25,0.9,0.1,0.21,0.16,0.34,0.43,0.34,0.3,0.19,0.57,0,0.02,0.78,0.29,1,0.47,0.71,0.46,0.11,0.1,0.1,0.11,0.12,0.17,0.18,0.17,0.99,0.22,0.29,0,0,0.13,0.71,0.32,0.32,0.55,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.12,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,11,7600,184,8,0.01,0.53,0.72,0.31,0.05,0.18,0.43,0.51,0.32,0.5,0,0,0.17,0.31,0.1,0.29,0.6,0.83,0.55,0.18,0.18,0.25,0.2,0.06,0.44,0.16,0.19,0.04,0.67,0.58,0.73,0.13,0.67,0.3,0.52,0.47,0.74,0.23,0.63,0.61,0.65,0.67,0.61,0.07,0.07,0.14,0,0.46,0.45,0.05,1,0,0.14,0.2,0.22,0.27,0.03,0.04,0.04,0.05,0.82,0.1,0.52,0.46,0.53,0.48,0.59,0.37,0.27,0.53,0.5,0.02,0.78,0.41,1,0.79,0.23,0.67,0.28,0.07,0.08,0.09,0.13,0.27,0.3,0.29,0.58,0.29,0.56,0.01,0,0.09,0.71,0.64,0.88,0.84,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.25,0.21,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,1
39,58.82682927,46188.3366,1622,8,0.02,0.39,0.09,0.92,0.05,0,0.36,0.44,0.26,0.44,0,0,0.29,0.52,0.34,0.49,0.52,0.26,0.58,0.32,0.26,0.25,0.23,0.2,0.39,0.17,0.56,0.02,0.25,0.26,0.4,0.26,0.25,0.53,0.85,0.32,0.57,0.41,0.52,0.26,0.55,0.56,0.44,0.65,0.67,0.66,0.63,0.52,0.57,0.01,0.16,0,0.89,0.66,0.57,0.54,0.08,0.05,0.04,0.04,0.96,0.03,0.15,0.15,0.41,0.44,0.37,0.57,0.05,0.44,0.5,0.02,0.84,0.55,0.19,0.4,0.38,0.37,0.17,0.11,0.1,0.11,0.18,0.22,0.23,0.24,0.38,0.13,0.26,0,0,0.03,0.82,0.58,0.76,0.8,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.19,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
33,1,40180,793,8,0.01,0.39,0,0.99,0.05,0.01,0.38,0.44,0.27,0.48,0,0,0.29,0.55,0.05,0.48,0.51,0.3,0.51,0.32,0.33,0.32,0,0.11,0.27,0.64,0.61,0.01,0.21,0.29,0.39,0.27,0.5,0.49,0.46,0.38,0.4,0.35,0.63,0.38,0.61,0.64,0.44,0.57,0.61,0.53,0.71,0.64,0.7,0.01,0.21,0,0.04,0.04,0.07,0.13,0.01,0.01,0.01,0.02,0.86,0.03,0.21,0.19,0.39,0.45,0.34,0.49,0.08,0.54,0.5,0.11,0,0.47,0.03,0.58,0.25,0.46,0.22,0.25,0.25,0.27,0.36,0.38,0.42,0.38,0.59,0.55,0.64,0,0,0.09,0.6,0.56,0.69,0.66,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.06,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,41,8,0.06,0.6,0.08,0.8,0.15,0.23,0.43,0.46,0.26,0.32,0.07,1,0.37,0.54,0.23,0.35,0.38,0.47,0.63,0.33,0.33,0.32,0.31,0.21,0.48,0.26,0.3,0.04,0.27,0.15,0.33,0.23,0.51,0.4,0.21,0.3,0.42,0.36,0.46,0.26,0.52,0.51,0.58,0.68,0.66,0.66,0.64,0.18,0.22,0.02,0.18,0.02,0.15,0.17,0.2,0.27,0.06,0.06,0.07,0.08,0.82,0.07,0.38,0.4,0.66,0.62,0.68,0.62,0.26,0.34,0.5,0.06,0.75,0.63,0.13,0.23,0.92,0.26,0.1,0.27,0.28,0.29,0.46,0.41,0.47,0.42,0.65,0.67,0.32,0.01,0,0.17,0.51,0.19,0.3,0.63,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.19,0.06,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
25,3,53960,1255,8,0.06,0.33,0.06,0.94,0.05,0.02,0.34,0.43,0.27,0.57,0.08,1,0.3,0.41,0.14,0.54,0.62,0.51,0.71,0.36,0.35,0.35,0.25,0.13,0.24,0.16,0.23,0.04,0.25,0.23,0.37,0.3,0.49,0.42,0.48,0.46,0.31,0.44,0.5,0.45,0.48,0.51,0.39,0.53,0.58,0.58,0.7,0.38,0.44,0.03,0.24,0.01,0.18,0.24,0.24,0.23,0.05,0.06,0.06,0.05,0.88,0.05,0.16,0.14,0.35,0.44,0.25,0.56,0.04,0.48,0.5,0.07,0.75,0.51,0.24,0.47,0.02,0.21,0.16,0.26,0.25,0.25,0.27,0.32,0.35,0.33,0.51,0.42,0.42,0.01,0,0.12,0.76,0.65,0.84,0.74,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.12,0.1,0.17,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
